,no,economic,figure,stratgy,rule,puzzle,party,sum_score,
288,180974,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.814814815,28.17667984,12.35294118
289,98229,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
290,14105,4.642857143,4.84375,5,4.487179487,4.655172414,4.814814815,28.44377386,6.363636364
291,317637,4.642857143,5,5,4.487179487,4.482758621,4.62962963,28.24242488,11.66666667
292,100423,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,4.62962963,27.90307733,6.666666667
293,12157,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
294,24480,4.642857143,5,4.722222222,4.743589744,4.310344828,4.62962963,28.04864357,0
295,172287,4.642857143,5,4.722222222,4.615384615,4.482758621,4.62962963,28.09285223,7.777777778
296,811,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
297,209010,4.642857143,5,4.722222222,4.871794872,4.310344828,4.814814815,28.36203388,2.8
298,170624,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,4.62962963,27.90307733,7.368421053
299,241831,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.888888889
300,878,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
301,160495,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
302,1,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,3.333333333
303,265736,4.642857143,4.84375,4.861111111,4.743589744,4.827586207,4.814814815,28.73370902,16.66666667
304,173442,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,7.368421053
305,144041,4.821428571,4.84375,4.583333333,4.743589744,4.482758621,4.62962963,28.1044899,5.384615385
306,12942,5,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.36140891,3.5
307,157969,4.642857143,4.84375,4.583333333,4.358974359,4.655172414,4.62962963,27.71371688,6.666666667
308,143884,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
309,111417,4.642857143,4.84375,5,4.358974359,4.482758621,5,28.32834012,6.666666667
310,9609,4.642857143,4.6875,4.861111111,4.615384615,4.482758621,4.62962963,27.91924112,3.181818182
311,181687,4.821428571,4.84375,5,4.487179487,4.310344828,5,28.46270289,11.05263158
312,170561,4.642857143,5,4.861111111,4.487179487,4.310344828,4.814814815,28.11630738,3.684210526
313,245934,4.642857143,5,4.861111111,4.615384615,4.482758621,5,28.60211149,19.44444444
314,171669,4.642857143,4.84375,4.722222222,4.615384615,4.655172414,4.62962963,28.10901602,7
315,191300,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.00426605,3.888888889
316,220,5,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,28.17622372,3.684210526
317,297030,4.821428571,4.84375,5,4.487179487,4.482758621,4.814814815,28.44993149,7
318,92828,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.00426605,0
319,234,4.642857143,4.6875,4.861111111,4.487179487,4.310344828,4.814814815,27.80380738,0
320,140509,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
321,46,4.821428571,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.18283748,11.05263158
322,90419,5,5,4.861111111,4.358974359,4.482758621,4.62962963,28.33247372,3.5
323,191862,4.642857143,5,4.861111111,4.487179487,4.482758621,4.814814815,28.28872118,7.368421053
324,142379,4.642857143,4.84375,5,4.358974359,4.655172414,4.62962963,28.13038355,11.05263158
325,176189,4.642857143,5,5,4.615384615,4.482758621,4.62962963,28.37063001,7
326,204574,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,8.235294118
327,5404,5,5,4.861111111,4.358974359,4.310344828,4.814814815,28.34524511,0
328,478,4.642857143,4.84375,5,4.871794872,4.482758621,4.62962963,28.47079026,14.73684211
329,159473,4.642857143,5,5,4.358974359,4.482758621,4.62962963,28.11421975,3.684210526
330,203416,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
331,206718,4.642857143,5,4.861111111,4.358974359,4.655172414,4.62962963,28.14774466,7.777777778
332,228341,4.642857143,4.6875,4.861111111,4.487179487,4.310344828,4.62962963,27.6186222,3.5
333,140934,4.642857143,4.84375,4.722222222,4.358974359,5,4.62962963,28.19743335,12.35294118
334,13884,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,8.235294118
335,270970,4.821428571,4.84375,4.722222222,4.743589744,4.655172414,4.62962963,28.41579258,11.05263158
336,223040,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
337,12002,4.642857143,4.84375,4.861111111,4.615384615,4.655172414,4.62962963,28.24790491,16.47058824
338,213984,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
339,249703,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,0
340,32125,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
341,31105,4.821428571,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.18283748,3.684210526
342,19184,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
343,217372,4.821428571,4.6875,5,4.358974359,4.655172414,4.62962963,28.15270497,6.363636364
344,521,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
345,26,4.642857143,5,4.861111111,4.358974359,4.310344828,4.814814815,27.98810226,0
346,1465,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,3.684210526
347,372,4.642857143,4.84375,4.722222222,4.487179487,4.827586207,4.62962963,28.15322469,7.777777778
348,66188,4.821428571,5,5,4.487179487,4.482758621,4.62962963,28.42099631,3.333333333
349,286096,4.821428571,4.53125,4.861111111,5,5,5,29.21378968,28
350,40354,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,5,28.18945123,6.363636364
351,263918,4.642857143,4.84375,4.861111111,4.358974359,5,4.814814815,28.52150743,3.333333333
352,137269,5,4.84375,4.722222222,4.615384615,4.310344828,4.62962963,28.12133129,3.684210526
353,165722,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,5,27.87814855,0
354,173064,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
355,902,4.642857143,5,5,4.358974359,4.482758621,4.62962963,28.11421975,3.684210526
356,66505,4.821428571,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.99765229,3.888888889
357,239188,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,3.684210526
358,38863,4.821428571,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,28.0311772,3.888888889
359,42052,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
360,164153,4.642857143,4.6875,4.861111111,4.615384615,4.655172414,4.62962963,28.09165491,2.8
361,233078,5,4.375,4.861111111,5,4.310344828,5,28.54645594,9.655172414
362,198773,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,0
363,1382,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
364,38765,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
365,163968,4.642857143,4.84375,5,4.487179487,4.482758621,4.814814815,28.27136007,11.66666667
366,102548,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,4.814814815,28.08826251,10
367,37628,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,3.684210526
368,166669,4.642857143,4.84375,4.722222222,4.615384615,4.655172414,4.814814815,28.29420121,7.368421053
369,986,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
370,171131,4.642857143,5,4.861111111,4.358974359,4.655172414,5,28.51811503,0
371,153065,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,7.777777778
372,154203,4.821428571,4.84375,4.861111111,4.871794872,4.482758621,4.814814815,28.69565799,37.05882353
373,241386,4.642857143,4.53125,4.861111111,4.487179487,4.482758621,4.62962963,27.63478599,6.666666667
374,31594,4.642857143,4.84375,4.861111111,4.615384615,4.482758621,4.814814815,28.2606763,7.368421053
375,257499,4.642857143,4.84375,5,4.615384615,4.310344828,4.62962963,28.04196622,3.333333333
376,251219,4.642857143,4.375,4.861111111,4.487179487,4.310344828,4.814814815,27.49130738,6.363636364
377,235488,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
378,143515,4.642857143,5,4.722222222,4.615384615,4.655172414,4.62962963,28.26526602,7.368421053
379,269144,4.642857143,4.84375,5,4.358974359,4.655172414,4.814814815,28.31556873,7.368421053
380,12942,5,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.36140891,3.5
381,811,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
382,233371,4.821428571,5,5,4.358974359,4.655172414,4.814814815,28.65039016,0
383,878,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
384,107529,4.642857143,4.6875,4.861111111,4.358974359,4.482758621,4.814814815,27.84801605,11.05263158
385,102680,4.642857143,5,5,4.358974359,4.655172414,4.62962963,28.28663355,7.368421053
386,206940,4.642857143,4.6875,4.722222222,4.358974359,4.482758621,4.62962963,27.52394197,3.684210526
387,125898,4.642857143,4.6875,5,4.615384615,4.482758621,4.62962963,28.05813001,6.363636364
388,203430,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,8.75
389,280811,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
390,159581,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
391,6249,4.642857143,4.84375,4.861111111,4.358974359,5,4.62962963,28.33632224,11.66666667
392,154809,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
393,179071,4.821428571,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.8587634,4.117647059
394,10630,4.642857143,4.21875,4.861111111,4.615384615,4.655172414,5,27.99327528,7.5
395,131287,4.821428571,4.375,4.722222222,4.487179487,4.310344828,4.814814815,27.53098992,0
396,192135,4.642857143,4.84375,4.722222222,4.743589744,4.827586207,4.814814815,28.59482013,11.2
397,252526,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,0
398,1041,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,0
399,109276,4.821428571,4.84375,4.722222222,4.743589744,4.310344828,4.62962963,28.07096499,0
400,172,4.821428571,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.99765229,3.5
401,254640,4.642857143,4.84375,5,4.358974359,4.310344828,4.62962963,27.78555596,0
402,238638,4.642857143,5,4.722222222,4.358974359,4.655172414,4.62962963,28.00885577,3.888888889
403,156566,4.642857143,4.6875,4.861111111,4.615384615,4.310344828,4.62962963,27.74682733,0
404,280453,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.00426605,3.888888889
405,236191,4.821428571,4.84375,5,4.487179487,4.482758621,4.62962963,28.26474631,7.368421053
406,246900,4.821428571,4.375,4.861111111,5,4.655172414,4.62962963,28.34234173,12.96296296
407,3,4.642857143,4.84375,4.722222222,4.487179487,4.827586207,4.62962963,28.15322469,15.55555556
408,1125,4.821428571,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.8252385,0
409,65781,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
410,67492,4.642857143,4.6875,5,4.743589744,4.482758621,4.62962963,28.18633514,9.545454545
411,194655,4.642857143,4.53125,4.861111111,4.487179487,4.482758621,4.62962963,27.63478599,3.181818182
412,121921,4.642857143,4.21875,4.861111111,5,4.655172414,4.62962963,28.0075203,12.96296296
413,154906,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,4.62962963,27.9808109,13.125
414,169255,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,6.666666667
415,619,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.814814815,28.00426605,0
416,131357,4.642857143,4.84375,4.861111111,4.487179487,4.827586207,4.62962963,28.29211358,7.368421053
417,140535,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
418,307204,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,0
419,143693,4.642857143,4.84375,4.861111111,4.743589744,4.827586207,5,28.9188942,24.5
420,155987,4.642857143,4.84375,5,4.358974359,4.827586207,4.814814815,28.48798252,7
421,3284,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,3.684210526
422,262712,4.642857143,5,4.861111111,4.487179487,4.482758621,4.814814815,28.28872118,10.5
423,267998,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
424,272739,4.642857143,4.84375,5,4.358974359,4.482758621,4.814814815,28.14315494,7
425,104955,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,3.684210526
426,41863,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
427,273473,4.642857143,4.84375,5,4.487179487,4.827586207,4.62962963,28.43100247,15.55555556
428,466,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
429,30869,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,3.888888889
430,269210,4.642857143,5,4.861111111,4.487179487,4.310344828,4.814814815,28.11630738,3.684210526
431,13004,4.642857143,5,4.722222222,4.487179487,4.655172414,4.62962963,28.1370609,7.777777778
432,24509,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
433,72991,4.642857143,4.84375,4.722222222,4.487179487,4.827586207,4.62962963,28.15322469,7.777777778
434,199,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
435,2569,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
436,24181,5,4.84375,4.861111111,4.615384615,4.310344828,4.62962963,28.26022018,0
437,39351,4.821428571,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.81455474,4.117647059
438,158600,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,3.684210526
439,31999,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
440,205418,4.642857143,4.84375,4.722222222,4.615384615,4.310344828,4.62962963,27.76418844,0
441,123185,4.642857143,4.6875,4.861111111,4.358974359,4.310344828,4.62962963,27.49041707,0
442,128996,4.642857143,4.53125,5,4.743589744,4.310344828,4.62962963,27.85767134,2.916666667
443,194607,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,4.814814815,28.16599608,0
444,75789,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,8.75
445,2346,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
446,157809,4.642857143,5,4.861111111,4.615384615,4.310344828,5,28.4296977,3.333333333
447,30933,4.642857143,4.84375,5,4.487179487,4.827586207,4.62962963,28.43100247,11.05263158
448,17396,4.642857143,4.84375,5,4.487179487,4.655172414,4.62962963,28.25858867,6.666666667
449,147303,4.642857143,5,4.722222222,4.358974359,4.655172414,4.62962963,28.00885577,8.235294118
450,216632,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,8.235294118
451,284818,4.642857143,4.84375,4.861111111,4.871794872,4.310344828,4.814814815,28.34467277,10
452,129437,4.642857143,4.84375,5,4.487179487,4.482758621,4.814814815,28.27136007,7.368421053
453,3383,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
454,220367,4.642857143,4.6875,4.861111111,4.487179487,4.310344828,4.62962963,27.6186222,6.666666667
455,3201,4.642857143,5,5,4.615384615,4.655172414,4.62962963,28.5430438,6.666666667
456,169794,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,5,28.2734477,7.368421053
457,171668,4.642857143,4.84375,5,4.487179487,4.655172414,4.814814815,28.44377386,7
458,19857,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,4.814814815,28.16599608,11.05263158
459,145371,4.642857143,4.84375,4.583333333,4.487179487,4.482758621,4.62962963,27.66950821,6.086956522
460,136056,4.642857143,4.84375,4.722222222,4.487179487,4.655172414,4.62962963,27.9808109,8.235294118
461,219215,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.5
462,191977,4.642857143,4.84375,4.861111111,4.615384615,4.655172414,4.62962963,28.24790491,11.66666667
463,8989,4.642857143,4.6875,4.722222222,4.487179487,4.482758621,4.62962963,27.6521471,3.5
464,199,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
465,26566,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,3.5
466,22345,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
467,183251,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.814814815,28.17667984,3.333333333
468,48726,4.642857143,4.6875,4.861111111,4.358974359,4.310344828,4.62962963,27.49041707,0
469,23540,4.821428571,4.84375,5,4.358974359,4.482758621,4.62962963,28.13654118,10
470,36811,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,3.684210526
471,3085,4.642857143,4.84375,4.722222222,4.358974359,5,4.62962963,28.19743335,7.777777778
472,1403,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,3.684210526
473,241724,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,8.235294118
474,13642,4.642857143,5,4.861111111,4.358974359,4.655172414,4.62962963,28.14774466,7.777777778
475,191231,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
476,193037,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,5,28.3069726,5.6
477,122515,4.642857143,4.6875,4.861111111,4.487179487,4.655172414,5,28.33382015,13.46153846
478,192153,4.821428571,5,4.861111111,4.615384615,4.655172414,4.62962963,28.58272634,10.5
479,216734,4.642857143,5,5,4.615384615,4.310344828,4.62962963,28.19821622,7.368421053
480,20551,4.642857143,4.84375,5,4.743589744,4.310344828,4.62962963,28.17017134,0
481,22825,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,7
482,50,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,5,28.22297614,7.777777778
483,166226,4.642857143,5,5,4.358974359,4.655172414,4.62962963,28.28663355,3.5
